Modelo,Cota,Num Paises,Acierto exacto (%),RMSE,MSE,MAE,R2
Lasso(alpha=0.1),0.12,24,0.0,41751.30634186749,1743171581.2524643,31915.861480603016,0.4590362523237196
"LassoLars(alpha=0.1, normalize=False)",0.12,24,0.0,40259.26457983594,1620808384.5092323,31203.060383442662,0.49700959596916183
BayesianRidge(),0.12,24,0.0,51545.421086386785,2656930434.972927,41934.61885720937,0.1754666833281977
LogisticRegression(max_iter=2000),0.12,25,2.0,53907.00701578599,2905965405.4,42596.32,0.09818290222852766
LinearRegression(),0.12,25,0.0,40093.589947592714,1607495954.8857074,31050.454731084774,0.5011408828127922
Ridge(alpha=0.5),0.12,25,0.0,39627.393181955296,1570330290.397277,30534.839731155957,0.5126746167049515
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,25,0.0,39833.130419189234,1586678278.9921386,30435.235217235,0.5076012955974039
Lasso(alpha=0.1),0.12,25,0.0,41752.16700729112,1743243449.8047292,31916.156498394146,0.4590139491369355
"LassoLars(alpha=0.1, normalize=False)",0.12,25,0.0,40331.01508488288,1626590777.7770503,31259.845346382557,0.49521512824932357
BayesianRidge(),0.12,25,0.0,51482.348278050114,2650432184.2224493,41893.00055797601,0.17748330528161016
LogisticRegression(max_iter=2000),0.12,26,2.0,55144.78972414348,3040947833.72,42757.66,0.056293394001249775
LinearRegression(),0.12,26,0.0,40052.227603050735,1604180935.966579,30993.604105314338,0.5021696427337295
Ridge(alpha=0.5),0.12,26,0.0,39585.31768580309,1566997376.2859552,30473.14197182692,0.513708930095403
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,26,0.0,39804.7701327948,1584419725.3246331,30396.99464742655,0.5083021994381055
Lasso(alpha=0.1),0.12,26,0.0,41708.126645283606,1739567828.259016,31850.753405857504,0.4601546159696176
"LassoLars(alpha=0.1, normalize=False)",0.12,26,0.0,40272.88525289673,1621905286.592987,31187.122254514463,0.49666919100361295
BayesianRidge(),0.12,26,0.0,51494.57647931059,2651691406.783568,41898.95275179313,0.17709252690778443
LogisticRegression(max_iter=2000),0.12,27,2.0,51400.51239122038,2642012674.08,41097.42,0.18009615751557406
LinearRegression(),0.12,27,0.0,39972.5796353603,1597807122.705221,30911.134620000554,0.5041476476220239
Ridge(alpha=0.5),0.12,27,0.0,39517.952236145225,1561668548.9382555,30406.53756383455,0.5153626413213859
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,27,0.0,39725.5719162725,1578121064.0749383,30318.789572757036,0.5102568821736571
Lasso(alpha=0.1),0.12,27,0.0,41628.315864578704,1732916681.7211351,31764.494764448893,0.4622186865385578
"LassoLars(alpha=0.1, normalize=False)",0.12,27,0.0,40237.86451549564,1619085740.7673833,31134.361296700175,0.4975441892498944
BayesianRidge(),0.12,27,0.0,51199.05876006703,2621343617.916797,41577.229493330764,0.18651044868646616
LogisticRegression(max_iter=2000),0.12,28,2.0,58741.18618754647,3450526954.72,44610.94,-0.0708125424705468
LinearRegression(),0.12,28,0.0,39969.99099119996,1597600179.8366058,30910.067451944793,0.5042118688329276
Ridge(alpha=0.5),0.12,28,0.0,39444.194268941654,1555844461.5260098,30310.01901189151,0.5171700481120927
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,28,0.0,39565.71133916268,1565445513.7739458,29995.720324015863,0.5141905243167657
Lasso(alpha=0.1),0.12,28,0.0,41601.9580377144,1730722912.57175,31793.342723918293,0.46289948560237426
"LassoLars(alpha=0.1, normalize=False)",0.12,28,0.0,40139.1547124223,1611151741.0277731,31080.940136265675,0.500006371561356
BayesianRidge(),0.12,28,0.0,51435.5912468356,2645620046.9115505,41902.92633495213,0.17897667051428934
LogisticRegression(max_iter=2000),0.12,29,1.0,55811.820266140756,3114959281.42,44391.98,0.03332519594815153
LinearRegression(),0.12,29,0.0,39967.726370584875,1597419151.2339456,30815.136114020315,0.5042680479907252
Ridge(alpha=0.5),0.12,29,0.0,39454.12142828775,1556627697.6780744,30248.64254822775,0.5169269840507613
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,29,0.0,39529.06291509904,1562546814.9458582,29940.507766498435,0.515090086355461
Lasso(alpha=0.1),0.12,29,0.0,41571.491616411135,1728188915.213341,31698.873677868898,0.46368586872285955
"LassoLars(alpha=0.1, normalize=False)",0.12,29,0.0,40184.90913804637,1614826922.433043,31030.04050516585,0.49886584131879863
BayesianRidge(),0.12,29,0.0,51384.14424949392,2640330280.252799,41879.42376405991,0.1806182599176659
LogisticRegression(max_iter=2000),0.12,30,2.0,56046.26316918908,3141183615.23,43239.41,0.025186918540038628
LinearRegression(),0.12,30,0.0,39976.250678653596,1598100618.3225522,30851.127712338646,0.5040565662329135
Ridge(alpha=0.5),0.12,30,0.0,39455.62458718024,1556746311.5645018,30270.763300486604,0.5168901742420091
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,30,0.0,39546.354681697725,1563914168.6106358,29969.17999868003,0.5146657513267971
Lasso(alpha=0.1),0.12,30,0.0,41584.219625571204,1729247321.867741,31733.94327202124,0.46335741016118515
"LassoLars(alpha=0.1, normalize=False)",0.12,30,0.0,40129.85360081142,1610405150.0225573,31012.584123752666,0.50023806342262
BayesianRidge(),0.12,30,0.0,51365.30150771747,2638394198.978723,41874.92248318823,0.18121908991804803
LogisticRegression(max_iter=2000),0.12,31,2.0,54896.36937567001,3013611370.63,43355.77,0.06477680187711454
LinearRegression(),0.12,31,0.0,39969.15768143007,1597533565.7630203,30841.37993800707,0.5042325413813343
Ridge(alpha=0.5),0.12,31,0.0,39452.93658710068,1556534205.3457878,30267.51323485012,0.51695599781108
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,31,0.0,39538.09103566488,1563260642.7445235,29962.189142322248,0.5148685619999044
Lasso(alpha=0.1),0.12,31,0.0,41559.27024464906,1727172943.2677724,31725.353145019446,0.4640011583920577
"LassoLars(alpha=0.1, normalize=False)",0.12,31,0.0,40129.48041594255,1610375198.4535162,31012.195322237723,0.500247358384293
BayesianRidge(),0.12,31,0.0,51304.5475398426,2632156598.267969,41851.24981357782,0.1831548235505187
LogisticRegression(max_iter=2000),0.12,32,2.0,51753.53015215484,2678427883.21,40892.57,0.16879531472118525
LinearRegression(),0.12,32,0.0,39969.13894904924,1597532068.328405,30841.354176356286,0.5042330060847807
Ridge(alpha=0.5),0.12,32,0.0,39452.9137481091,1556532403.2157364,30267.496068497974,0.5169565570715894
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,32,0.0,39538.05425262962,1563257734.083883,29962.323248982142,0.5148694646534226
Lasso(alpha=0.1),0.12,32,0.0,41559.296136308585,1727175095.3453937,31725.36232989905,0.4640004905312528
"LassoLars(alpha=0.1, normalize=False)",0.12,32,0.0,40129.47706056104,1610374929.154095,31012.192237234856,0.5002474419568029
BayesianRidge(),0.12,32,0.0,51307.225833655844,2632431422.745762,41852.4302832416,0.18306953643302626
LogisticRegression(max_iter=2000),0.12,33,2.0,52867.61003270339,2794984190.57,42667.25,0.13262404074970924
LinearRegression(),0.12,33,0.0,39974.43933304993,1597955799.9916892,30837.735333896857,0.5041015081467437
Ridge(alpha=0.5),0.12,33,0.0,39458.136174867446,1556944510.3943832,30265.142756994486,0.5168286665952859
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,33,0.0,39524.809723071376,1562210583.6449976,29937.96354701275,0.5151944300394424
Lasso(alpha=0.1),0.12,33,0.0,41569.43108332528,1728017600.5913303,31726.195934286003,0.46373903331144706
"LassoLars(alpha=0.1, normalize=False)",0.12,33,0.0,39933.27448025802,1594666410.7156262,30775.425204934054,0.5051223143424635
BayesianRidge(),0.12,33,0.0,51274.499734202225,2629074322.9927044,41838.03891800752,0.18411135542736323
LogisticRegression(max_iter=2000),0.12,34,2.0,59576.477542315304,3549356676.35,45784.45,-0.10148267108539888
LinearRegression(),0.12,34,0.0,39923.18309528382,1593860548.4595556,30762.034141450367,0.5053724000315851
Ridge(alpha=0.5),0.12,34,0.0,39441.64169044918,1555643099.237779,30243.867952372362,0.5172325374844835
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,34,0.0,39908.203565460906,1592664711.8222668,30290.559970877734,0.505743507658553
Lasso(alpha=0.1),0.12,34,0.0,43652.85606553147,1905571842.6780076,32786.2129620312,0.4086380844157459
"LassoLars(alpha=0.1, normalize=False)",0.12,34,0.0,39849.55064491122,1587986686.6013443,30634.32842758442,0.5071952534777546
BayesianRidge(),0.12,34,0.0,54268.25744595142,2945043766.2200623,43542.54806745406,0.08605559545642105
LogisticRegression(max_iter=2000),0.12,35,1.0,59512.47957143107,3541735224.74,46481.64,-0.09911748278722987
LinearRegression(),0.12,35,0.0,39924.05524825354,1593930187.4656012,30763.38851022606,0.505350788746672
Ridge(alpha=0.5),0.12,35,0.0,39442.590953123756,1555717981.0954397,30244.88069008329,0.5172092991694553
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,35,0.0,39908.95087518427,1592724359.9578717,30286.34576977804,0.5057249968709026
Lasso(alpha=0.1),0.12,35,0.0,43656.35581368701,1905877402.931244,32787.40397791408,0.4085432589714183
"LassoLars(alpha=0.1, normalize=False)",0.12,35,0.0,39849.565941183864,1587987905.700761,30634.359228499554,0.5071948751509184
BayesianRidge(),0.12,35,0.0,54224.56919768381,2940303904.6744,43504.312140681905,0.08752653113067399
LogisticRegression(max_iter=2000),0.12,36,2.0,59346.442793228984,3522000272.21,45799.41,-0.09299307484273389
LinearRegression(),0.12,36,0.0,39924.61827905079,1593975144.7279162,30764.260727153458,0.505336837022488
Ridge(alpha=0.5),0.12,36,0.0,39443.196722964276,1555765767.7264597,30245.513090684177,0.517194469398661
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,36,0.0,39909.14931206518,1592740198.8127124,30283.0738027992,0.5057200815508242
Lasso(alpha=0.1),0.12,36,0.0,43658.34837785092,1906051383.081798,32788.08176717198,0.4084892671812369
"LassoLars(alpha=0.1, normalize=False)",0.12,36,0.0,39849.57645803982,1587988743.8851612,30634.380404128937,0.5071946150345998
BayesianRidge(),0.12,36,0.0,54194.401642847755,2937033169.4262996,43477.47569374249,0.08854154836506356
LogisticRegression(max_iter=2000),0.12,37,1.0,53398.49290054917,2851399044.05,42726.37,0.11511664739189542
LinearRegression(),0.12,37,0.0,39924.896585488226,1593997367.3619294,30764.691244073107,0.5053299406047698
Ridge(alpha=0.5),0.12,37,0.0,39443.493723064305,1555789197.0814133,30245.81850203551,0.5171871984955567
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,37,0.0,39909.15083836536,1592740320.639399,30281.269736506598,0.5057200437439773
Lasso(alpha=0.1),0.12,37,0.0,43659.24038632729,1906129271.1111124,32788.38510347263,0.4084650959518008
"LassoLars(alpha=0.1, normalize=False)",0.12,37,0.0,39849.58187602659,1587989175.6941466,30634.39131278639,0.5071944810300018
BayesianRidge(),0.12,37,0.0,54178.82169402706,2935344720.153177,43463.48033643226,0.08906552997213713
LogisticRegression(max_iter=2000),0.12,38,2.0,56386.903823849025,3179482922.84,44408.26,0.01330137772412765
LinearRegression(),0.12,38,0.0,39952.39358297458,1596193753.0089087,30794.94497202786,0.5046483295552833
Ridge(alpha=0.5),0.12,38,0.0,39444.74230564727,1555887695.5589197,30237.195781171085,0.5171566311629399
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,38,0.0,39909.37870310611,1592758508.4679394,30258.53686645286,0.5057143994597342
Lasso(alpha=0.1),0.12,38,0.0,43682.99165161391,1908203759.634971,32757.926334811178,0.4078213136079126
"LassoLars(alpha=0.1, normalize=False)",0.12,38,0.0,40506.50804208107,1640777193.7631783,31314.847093507313,0.49081261455503966
BayesianRidge(),0.12,38,0.0,54219.790193486995,2939785648.625748,43485.37213021328,0.08768736310920655
LogisticRegression(max_iter=2000),0.12,39,2.0,55390.39193795256,3068095519.04,44090.24,0.047868570105892516
LinearRegression(),0.12,39,0.0,40067.79284297073,1605428023.3072164,30975.893698104977,0.5017826303198476
Ridge(alpha=0.5),0.12,39,0.0,39544.97281978059,1563804875.3171856,30384.526903176215,0.5146996686475338
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,39,0.0,39982.47565623409,1598598359.601352,30350.641416006856,0.5039021006654109
Lasso(alpha=0.1),0.12,39,0.0,43779.15312629011,1916614248.4551573,32919.679700999564,0.40521126098837157
"LassoLars(alpha=0.1, normalize=False)",0.12,39,0.0,40465.5548261133,1637461127.3851812,31369.241188527005,0.4918416995370789
BayesianRidge(),0.12,39,0.0,54200.344306242696,2937677322.915255,43473.82955490709,0.08834164625031371
LogisticRegression(max_iter=2000),0.12,40,2.0,54379.68606612216,2957150256.65,42844.71,0.08229855139683362
LinearRegression(),0.12,40,0.0,40144.11290260271,1611549800.7369137,31119.261876270328,0.4998828404790623
Ridge(alpha=0.5),0.12,40,0.0,39609.017777591216,1568874289.3055367,30504.526070701853,0.5131264619597042
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,40,0.0,40041.12183777353,1603291438.0274243,30429.754015005314,0.5024456833391929
Lasso(alpha=0.1),0.12,40,0.0,43835.346825113564,1921537631.2779937,33033.08210959466,0.4036833725970447
"LassoLars(alpha=0.1, normalize=False)",0.12,40,0.0,40671.18522615218,1654145307.6999793,31596.69449113302,0.4866640470288186
BayesianRidge(),0.12,40,0.0,54194.24630003487,2937016332.0288434,43468.121206188065,0.088546773565914
LogisticRegression(max_iter=2000),0.12,41,2.0,60984.59073905473,3719120307.61,46722.75,-0.15416593598784756
LinearRegression(),0.12,41,0.0,39690.18230235626,1575310571.194274,30482.08727258241,0.5111290709919541
Ridge(alpha=0.5),0.12,41,0.0,39267.33415891977,1541923531.9482675,30047.494714486882,0.5214901726004131
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,41,0.0,39794.13557658483,1583573226.2876143,30146.19624445294,0.5085648960632656
Lasso(alpha=0.1),0.12,41,0.0,43505.20876965975,1892703190.0916796,32592.131930435913,0.4126316525793814
"LassoLars(alpha=0.1, normalize=False)",0.12,41,0.0,40525.960841301756,1642353502.1107235,31281.509361845452,0.4903234339830568
BayesianRidge(),0.12,41,0.0,53998.15691844406,2915800950.588908,43367.97095071471,0.09513060752440661
LogisticRegression(max_iter=2000),0.12,42,1.0,51364.30451490607,2638291778.3,40626.12,0.18125087443931798
LinearRegression(),0.12,42,0.0,39800.07912892678,1584046298.668833,30640.640649511035,0.5084180860699072
Ridge(alpha=0.5),0.12,42,0.0,39362.26379734786,1549387811.252002,30190.141026832727,0.5191737600628994
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,42,0.0,39828.91404012603,1586342393.6157484,30200.150121044404,0.5077055319295906
Lasso(alpha=0.1),0.12,42,0.0,43670.1166516983,1907079088.3729372,32822.79804878804,0.40817033626716015
"LassoLars(alpha=0.1, normalize=False)",0.12,42,0.0,40597.68126515677,1648171724.107261,31396.229863461584,0.48851784742467674
BayesianRidge(),0.12,42,0.0,53967.22686399243,2912461575.3896265,43326.210863944165,0.09616692600396948
LogisticRegression(max_iter=2000),0.12,43,2.0,55180.38722770981,3044875134.6,43925.56,0.0550746227539749
LinearRegression(),0.12,43,0.0,39848.641166638234,1587914202.827495,30766.588919181744,0.5072177475881273
Ridge(alpha=0.5),0.12,43,0.0,39397.75330901884,1552182965.7983048,30281.54264880192,0.5183063312366356
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,43,0.0,39870.72627482801,1589674813.682261,30254.60448123418,0.5066713718575699
Lasso(alpha=0.1),0.12,43,0.0,43698.93220355674,1909596675.7310483,32928.01712062129,0.40738904571206314
"LassoLars(alpha=0.1, normalize=False)",0.12,43,0.0,40639.592373383275,1651576468.274752,31504.7134980875,0.487461242794052
BayesianRidge(),0.12,43,0.0,53960.65012226846,2911751761.6178713,43324.945403312995,0.0963872046743256
LogisticRegression(max_iter=2000),0.12,44,2.0,52577.54513354537,2764398252.27,41678.29,0.1421158681675675
LinearRegression(),0.12,44,0.0,39993.61125906587,1599488941.5412803,31040.456632638132,0.5036257236586849
Ridge(alpha=0.5),0.12,44,0.0,39504.07677647991,1560572081.9620194,30484.634592509232,0.5157029112586928
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,44,0.0,39932.08924000041,1594571751.0713563,30336.61537568735,0.5051516903582665
Lasso(alpha=0.1),0.12,44,0.0,43800.93005079897,1918521473.3149843,33138.50510300256,0.40461938608693926
"LassoLars(alpha=0.1, normalize=False)",0.12,44,0.0,40767.70524704375,1662005791.1098382,31727.304718388914,0.48422467926394874
BayesianRidge(),0.12,44,0.0,53888.90019839635,2904013564.592723,43293.41272956123,0.09878862293286217
LogisticRegression(max_iter=2000),0.12,45,2.0,53306.54109834927,2841587323.87,41344.93,0.11816154840841508
LinearRegression(),0.12,45,0.0,39918.273620987406,1593468568.8800192,30908.125980528122,0.5054940442487346
Ridge(alpha=0.5),0.12,45,0.0,39436.95990959299,1555273806.9108443,30377.11428106294,0.5173471410974124
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,45,0.0,39876.62352802591,1590145103.9959097,30266.392125238854,0.5065254252317166
Lasso(alpha=0.1),0.12,45,0.0,43693.19863356102,1909095606.8318186,33048.357999887834,0.40754454395015205
"LassoLars(alpha=0.1, normalize=False)",0.12,45,0.0,40717.814397649774,1657940409.3214555,31649.831865366014,0.4854863015802088
BayesianRidge(),0.12,45,0.0,53844.46846341274,2899226784.1074495,43274.81692216632,0.10027411910459116
LogisticRegression(max_iter=2000),0.12,46,1.0,51831.74981119198,2686530288.49,41692.91,0.16628087060529873
LinearRegression(),0.12,46,0.0,39910.297026350905,1592831808.731554,30871.377525817825,0.505691651965605
Ridge(alpha=0.5),0.12,46,0.0,39426.280403181074,1554431586.4302597,30325.84232905303,0.517608509945119
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,46,0.0,39839.5111177678,1587186646.102744,30113.142182650223,0.5074435324831436
Lasso(alpha=0.1),0.12,46,0.0,43687.21912731585,1908573115.0781121,33019.60889599525,0.40770669040793894
"LassoLars(alpha=0.1, normalize=False)",0.12,46,0.0,40710.73398296145,1657363861.4314523,31617.98922744078,0.48566522344346386
BayesianRidge(),0.12,46,0.0,53482.175121423395,2860343055.7186,42863.230430037256,0.11234102500133891
LogisticRegression(max_iter=2000),0.12,47,1.0,53840.043067776234,2898750237.54,42305.34,0.10042200725274719
LinearRegression(),0.12,47,0.0,39892.749222581944,1591431440.5358124,30840.910479629052,0.5061262324942474
Ridge(alpha=0.5),0.12,47,0.0,39414.19655031589,1553478889.706933,30302.677347578447,0.5179041632218202
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,47,0.0,39827.32763349893,1586216026.426067,30099.10568595395,0.5077447478445632
Lasso(alpha=0.1),0.12,47,0.0,43654.224667121765,1905691331.2875423,33008.716706690524,0.4086010031515068
"LassoLars(alpha=0.1, normalize=False)",0.12,47,0.0,40744.84317327794,1660142245.215014,31645.303280915217,0.4848029991390964
BayesianRidge(),0.12,47,0.0,53481.415249332866,2860261777.071574,42858.04603071899,0.11236624845149956
LogisticRegression(max_iter=2000),0.12,48,4.0,52538.51334497389,2760295384.5,40921.86,0.14338912362271017
LinearRegression(),0.12,48,0.0,39885.022583864724,1590815026.5153992,30831.137795794468,0.5063175261352115
Ridge(alpha=0.5),0.12,48,0.0,39410.58540043958,1553194241.6053414,30298.253668261645,0.5179924989344156
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,48,0.0,39828.433054644396,1586304079.5882905,30099.590358915273,0.5077174220384617
Lasso(alpha=0.1),0.12,48,0.0,43639.583696984344,1904413265.2461016,33001.953686627276,0.40899762927999084
"LassoLars(alpha=0.1, normalize=False)",0.12,48,0.0,40703.51251563329,1656775931.1103158,31611.934847489527,0.48584767765125103
BayesianRidge(),0.12,48,0.0,53481.8830919637,2860311819.0624723,42858.42017460172,0.11235071876800262
LogisticRegression(max_iter=2000),0.12,49,2.0,56032.71242354773,3139664861.54,43158.14,0.025658237999795608
LinearRegression(),0.12,49,0.0,39888.92441380787,1591126290.8904777,30839.04612040054,0.506220930513374
Ridge(alpha=0.5),0.12,49,0.0,39405.26095372314,1552774590.8310173,30299.277278212012,0.5181227304377485
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.12,49,0.0,39791.765931727445,1583384635.9653847,30087.09752065144,0.5086234218725354
Lasso(alpha=0.1),0.12,49,0.0,43621.05663559065,1902796582.005407,32991.59395598235,0.4094993395155737
"LassoLars(alpha=0.1, normalize=False)",0.12,49,0.0,39861.41450839685,1588932366.6102307,30770.62651112224,0.5069017777194234
BayesianRidge(),0.12,49,0.0,53455.74438655992,2857516607.9212327,42854.23528904221,0.11321816515754568
LogisticRegression(max_iter=2000),0.13,1,2.02,54759.85328512194,2998641531.8080807,43588.63636363636,-0.02550438290968926
LinearRegression(),0.13,1,0.0,38604.24662222943,1490287857.2699125,29537.292394975233,0.49033696985252084
Ridge(alpha=0.5),0.13,1,0.0,38594.50804597394,1489536051.3107471,29515.320845681108,0.4905940797131172
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.13,1,0.0,38575.898568598284,1488099950.3747833,29487.040656072775,0.4910852113767422
Lasso(alpha=0.1),0.13,1,0.0,38604.87788612134,1490336596.6023405,29537.363218946546,0.49032030150503925
"LassoLars(alpha=0.1, normalize=False)",0.13,1,0.0,38604.86512109629,1490335611.018037,29537.35162278318,0.4903206385646751
BayesianRidge(),0.13,1,0.0,38451.458675288595,1478514674.2574265,29511.846344020156,0.4943632766491264
LogisticRegression(max_iter=2000),0.13,2,2.02,51171.70260283243,2618543147.2727275,40223.292929292926,0.10448533248082137
LinearRegression(),0.13,2,0.0,38318.76733249889,1468327929.8821836,29352.484543570026,0.49784703784351403
Ridge(alpha=0.5),0.13,2,0.0,38306.8775942013,1467416871.0171216,29332.046866926827,0.49815861055045463
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.13,2,0.0,38289.77379698746,1466106777.4244676,29306.847062876932,0.49860664900621443
Lasso(alpha=0.1),0.13,2,0.0,38317.857151051896,1468258176.648419,29352.02553462987,0.4978708927278638
"LassoLars(alpha=0.1, normalize=False)",0.13,2,0.0,38319.42591196029,1468378402.2222135,29352.560405841068,0.49782977682536045
BayesianRidge(),0.13,2,0.0,38203.30630979381,1459492612.9999313,29338.07776787145,0.5008686248158263
LogisticRegression(max_iter=2000),0.13,3,1.01,55270.116999709855,3054785833.1616163,43946.71717171717,-0.0447051531593885
LinearRegression(),0.13,3,0.0,37650.452077124224,1417556541.6118276,28710.75931071757,0.5152103274015911
Ridge(alpha=0.5),0.13,3,0.0,37675.892448650986,1419472871.8023164,28713.16250207507,0.5145549623008939
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.13,3,0.0,37774.644132230474,1426923739.3166544,28922.065625245476,0.5120068426902695
Lasso(alpha=0.1),0.13,3,0.0,37649.67237192088,1417497829.7129824,28710.370754623724,0.5152304062636212
"LassoLars(alpha=0.1, normalize=False)",0.13,3,0.0,37649.44303990383,1417480561.214963,28710.323714270096,0.515236311911301
BayesianRidge(),0.13,3,0.0,48052.931329374594,2309084209.34559,38527.21523542718,0.21031708789691606
LogisticRegression(max_iter=2000),0.13,4,0.0,52745.90303913794,2782130287.414141,42873.69696969697,0.04854022286262416
