Modelo,Cota,Num Paises,Acierto exacto (%),RMSE,MSE,MAE,R2
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,13,0.0,39405.20571229426,1552770237.228228,29282.150760605753,0.5044393467106016
Lasso(alpha=0.1),0.22,13,0.0,39223.717636628186,1538500025.2379372,29286.237308058102,0.5089936300211255
"LassoLars(alpha=0.1, normalize=False)",0.22,13,0.0,39223.65275805017,1538494935.6840968,29285.87927489528,0.5089952543326725
BayesianRidge(),0.22,13,0.0,47344.82393507317,2241532353.443077,37243.24649676903,0.28462356451110604
LogisticRegression(max_iter=2000),0.22,14,3.03,51544.39632878621,2656824792.8989897,40268.09090909091,0.15208457859501345
LinearRegression(),0.22,14,0.0,39226.698789966365,1538733897.9587486,29313.39798264889,0.5089189904411457
Ridge(alpha=0.5),0.22,14,0.0,39343.466021871434,1547908318.6141522,29315.938062637375,0.5059910093499708
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,14,0.0,39294.65237286686,1544069705.1044514,29324.186227323455,0.5072160880982526
Lasso(alpha=0.1),0.22,14,0.0,39227.188140838094,1538772289.436709,29313.720496944443,0.5089067379485086
"LassoLars(alpha=0.1, normalize=False)",0.22,14,0.0,39227.2584741763,1538777807.399836,29313.67292703026,0.5089049769117844
BayesianRidge(),0.22,14,0.0,47176.97033356052,2225666529.8536496,37016.7929737537,0.2896870811309159
LogisticRegression(max_iter=2000),0.22,15,3.03,51295.44562491475,2631222741.858586,39491.232323232325,0.1602553747855553
LinearRegression(),0.22,15,0.0,39242.112960413804,1539943429.597877,29299.693562821194,0.5085329730672357
Ridge(alpha=0.5),0.22,15,0.0,39344.097253768945,1547957988.714029,29272.845388642076,0.5059751573284972
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,15,0.0,39244.65754718725,1540143145.9960012,29207.842783500404,0.5084692343463648
Lasso(alpha=0.1),0.22,15,0.0,39242.60568929884,1539982101.28579,29300.02841297019,0.508520631146669
"LassoLars(alpha=0.1, normalize=False)",0.22,15,0.0,39266.2584950983,1541839056.2038796,29294.93754548714,0.507927991121587
BayesianRidge(),0.22,15,0.0,47610.21610239554,2266732677.3168035,37245.29331136623,0.27658097800181003
LogisticRegression(max_iter=2000),0.22,16,3.03,51305.3934436141,2632243396.4040403,39972.0404040404,0.15992963681016037
LinearRegression(),0.22,16,0.0,39295.14026532344,1544108048.4714437,29238.43995861345,0.507203850960046
Ridge(alpha=0.5),0.22,16,0.0,39396.8603316705,1552112603.9931524,29226.07615339385,0.5046492278300264
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,16,0.0,39262.610533443134,1541552585.9008398,29164.516944213818,0.5080194170177814
Lasso(alpha=0.1),0.22,16,0.0,39295.623054474614,1544145991.2393568,29238.774278884863,0.5071917416714959
"LassoLars(alpha=0.1, normalize=False)",0.22,16,0.0,39295.53358484021,1544138959.717305,29238.61169082538,0.5071939857547337
BayesianRidge(),0.22,16,0.0,47750.973108646154,2280155432.822648,37308.02250286681,0.2722971571711803
LogisticRegression(max_iter=2000),0.22,17,3.03,49082.87699484321,2409128814.090909,39995.020202020205,0.23113579823611208
LinearRegression(),0.22,17,0.0,39318.633167576314,1545954914.1664324,29400.382245446406,0.5066144308717397
Ridge(alpha=0.5),0.22,17,0.0,39404.41612063945,1552708009.8085103,29336.586182821877,0.5044592063524396
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,17,0.0,39308.0165616149,1545120166.0081916,29282.277897390726,0.5068808375381686
Lasso(alpha=0.1),0.22,17,0.0,39319.02093871486,1545985407.5790973,29400.390351679864,0.5066046990162862
"LassoLars(alpha=0.1, normalize=False)",0.22,17,0.0,39319.00355500363,1545984040.5583878,29400.291554168056,0.5066051352956916
BayesianRidge(),0.22,17,0.0,47550.56800528434,2261056517.62517,37198.230682529706,0.27839250255162484
LogisticRegression(max_iter=2000),0.22,18,3.03,47544.636379879375,2260492448.4949493,38520.454545454544,0.27857252304658975
LinearRegression(),0.22,18,0.0,39368.46174375934,1549875780.0698428,29357.98595446091,0.5053631015881346
Ridge(alpha=0.5),0.22,18,0.0,39447.48475684992,1556104053.6419065,29321.32463687708,0.5033753720153766
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,18,0.0,39284.504278753324,1543272276.4273884,29230.689704157412,0.5074705843956973
Lasso(alpha=0.1),0.22,18,0.0,39368.84184009823,1549905707.8306687,29358.227252888464,0.5053535502582914
"LassoLars(alpha=0.1, normalize=False)",0.22,18,0.0,39368.66701555189,1549891942.581403,29357.770769987197,0.5053579433846892
BayesianRidge(),0.22,18,0.0,47800.415474485555,2284879719.533438,37301.77848254343,0.27078941922476985
LogisticRegression(max_iter=2000),0.22,19,3.03,49292.47070672901,2429747668.3737373,38874.31313131313,0.2245553701383165
LinearRegression(),0.22,19,0.0,39396.56910600816,1552089657.3244762,29609.477990565407,0.5046565511711412
Ridge(alpha=0.5),0.22,19,0.0,39458.33451110846,1556960162.3905334,29513.19242175416,0.5031021481986233
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,19,0.0,39494.625304996225,1559825427.9820483,29468.753899717787,0.5021877096974621
Lasso(alpha=0.1),0.22,19,0.0,39396.829798605766,1552110198.1803114,29609.45064595697,0.504649995635948
"LassoLars(alpha=0.1, normalize=False)",0.22,19,0.0,39396.71358119921,1552101040.9990466,29608.96558573585,0.504652918115154
BayesianRidge(),0.22,19,0.0,47667.315546373575,2272172971.3975477,37233.52997481132,0.27484472905518376
LogisticRegression(max_iter=2000),0.22,20,3.03,48214.700142888854,2324657309.8686867,39363.88888888889,0.25809455415059057
LinearRegression(),0.22,20,0.0,39391.368018530266,1551679874.3712893,29581.299348516466,0.5047873318256897
Ridge(alpha=0.5),0.22,20,0.0,39448.86206195808,1556212717.9833956,29478.64094013376,0.5033406922084311
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,20,0.0,39294.98656778169,1544095969.3621438,29330.97001873445,0.5072077059613542
Lasso(alpha=0.1),0.22,20,0.0,39391.60530063663,1551698568.1611435,29581.291794810328,0.5047813657745054
"LassoLars(alpha=0.1, normalize=False)",0.22,20,0.0,39391.48532663436,1551689116.2384505,29580.803822122958,0.5047843823193053
BayesianRidge(),0.22,20,0.0,47783.110117098,2283225612.4627132,37288.00932821199,0.27131732113899143
LogisticRegression(max_iter=2000),0.22,21,3.03,52625.23690783786,2769415559.6060605,41506.31313131313,0.11615166813215705
LinearRegression(),0.22,21,0.0,39402.46132643775,1552553958.581422,29643.097029186178,0.5045083712094838
Ridge(alpha=0.5),0.22,21,0.0,39458.45356891328,1556969558.0500853,29537.704932099146,0.5030991496099887
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,21,0.0,39322.33248582534,1546245832.125795,29391.328655201945,0.5065215855231242
Lasso(alpha=0.1),0.22,21,0.0,39402.67248844118,1552570599.2313597,29643.068674066937,0.5045030604100129
"LassoLars(alpha=0.1, normalize=False)",0.22,21,0.0,39402.54224276141,1552560335.1925974,29642.53008098873,0.504506336138535
BayesianRidge(),0.22,21,0.0,47633.00306283429,2268902980.7839804,37228.417759403455,0.2758883339916116
LogisticRegression(max_iter=2000),0.22,22,3.03,48476.86855323137,2350006784.7272725,38931.31313131313,0.25000436667772385
LinearRegression(),0.22,22,0.0,40359.422145058525,1628882955.8830407,30162.000941244536,0.4801482650837794
Ridge(alpha=0.5),0.22,22,0.0,40381.74601897389,1630685411.5409138,30056.561460413508,0.4795730182881328
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,22,0.0,40408.50697316806,1632847435.8005722,29996.953427836277,0.4788830165551936
Lasso(alpha=0.1),0.22,22,0.0,40360.45353978897,1628966209.9374642,30162.34512254195,0.48012169487228895
"LassoLars(alpha=0.1, normalize=False)",0.22,22,0.0,40455.40210359596,1636639559.3636363,30258.131313131315,0.4776727748947013
BayesianRidge(),0.22,22,0.0,50612.98442824897,2561674192.7341733,38375.98217714987,0.18245152693550015
LogisticRegression(max_iter=2000),0.22,23,3.03,50744.829964950295,2575037768.171717,41209.80808080808,0.17818659319621566
LinearRegression(),0.22,23,0.0,40359.422145058714,1628882955.8830557,30162.00094124492,0.4801482650837745
Ridge(alpha=0.5),0.22,23,0.0,40382.34879785592,1630734094.4316955,30056.765789379253,0.4795574813306478
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,23,0.0,40413.351456545,1633238975.950228,29998.886512934867,0.4787580580212777
Lasso(alpha=0.1),0.22,23,0.0,40360.4532022933,1628966182.6945074,30162.345114170686,0.48012170356677397
"LassoLars(alpha=0.1, normalize=False)",0.22,23,0.0,40358.831675232184,1628835294.1897247,30161.21879438891,0.480163476130018
BayesianRidge(),0.22,23,0.0,50579.886109466526,2558324878.846605,38365.43189257637,0.18352044758995412
LogisticRegression(max_iter=2000),0.22,24,2.02,51024.18004676258,2603466949.4444447,41950.919191919194,0.16911352925782908
LinearRegression(),0.22,24,0.0,40370.82880396227,1629803818.3188295,30162.89169027502,0.4798543753766429
Ridge(alpha=0.5),0.22,24,0.0,40392.26505746913,1631535076.4728417,30055.124280327636,0.4793018509907129
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,24,0.0,40417.05432989268,1633538280.7054965,29999.043355858335,0.47866253605898257
Lasso(alpha=0.1),0.22,24,0.0,40371.87920740053,1629888630.7369392,30163.26323374813,0.47982730781937155
"LassoLars(alpha=0.1, normalize=False)",0.22,24,0.0,40370.44410070933,1629772756.8884964,30162.186100026876,0.4798642885127521
BayesianRidge(),0.22,24,0.0,50558.48040347476,2556159940.708541,38362.38220085333,0.18421137927598719
LogisticRegression(max_iter=2000),0.22,25,2.02,54112.25491148988,2928136131.6060605,43728.85858585859,0.06549660760550036
LinearRegression(),0.22,25,0.0,40370.828803962555,1629803818.3188527,30162.891690275548,0.47985437537663556
Ridge(alpha=0.5),0.22,25,0.0,40393.12887782392,1631604860.5404923,30055.384795735547,0.4792795796737306
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,25,0.0,40423.91429104884,1634092846.6100624,30001.342917983897,0.4784855484819607
Lasso(alpha=0.1),0.22,25,0.0,40371.878758152336,1629888594.462952,30163.26318300796,0.47982731939607515
"LassoLars(alpha=0.1, normalize=False)",0.22,25,0.0,40370.453017738735,1629773476.8574505,30162.18990894545,0.47986405873742755
BayesianRidge(),0.22,25,0.0,50514.14440279303,2551678784.7462263,38347.82597765608,0.18564152297847103
LogisticRegression(max_iter=2000),0.22,26,2.02,53088.55877872388,2818395073.20202,41672.27272727273,0.10052004461602237
LinearRegression(),0.22,26,0.0,40317.95968400399,1625537873.0809712,30076.0336592003,0.48121583540355806
Ridge(alpha=0.5),0.22,26,0.0,40328.02908451555,1626349929.8415318,29950.300008030674,0.48095667060948666
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,26,0.0,40349.77305412113,1628104185.5190797,29877.701378504575,0.480396806652309
Lasso(alpha=0.1),0.22,26,0.0,40318.751176169244,1625601696.405849,30076.01572720576,0.4811954664347221
"LassoLars(alpha=0.1, normalize=False)",0.22,26,0.0,40316.941673098314,1625455785.8720112,30074.711568555726,0.4812420332208035
BayesianRidge(),0.22,26,0.0,50516.93466107768,2551960687.551591,38280.306795925295,0.18555155478160512
LogisticRegression(max_iter=2000),0.22,27,3.03,52459.827328281695,2752033483.3131313,40789.35353535353,0.12169909097471898
LinearRegression(),0.22,27,0.0,40340.02634394695,1627317725.4303339,30097.255351950324,0.48064780236694904
Ridge(alpha=0.5),0.22,27,0.0,40338.04990379831,1627158270.041323,29957.126690736954,0.4806986919415006
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,27,0.0,40300.68595622974,1624145288.5426528,29812.99919421733,0.4816602734066986
Lasso(alpha=0.1),0.22,27,0.0,40341.30344785786,1627420763.872149,30097.76706702469,0.48061491804426204
"LassoLars(alpha=0.1, normalize=False)",0.22,27,0.0,40338.8014198624,1627218899.991093,30095.629241892013,0.4806793421260569
BayesianRidge(),0.22,27,0.0,50253.534257118125,2525417705.3313446,38004.139129272175,0.1940226455418158
LogisticRegression(max_iter=2000),0.22,28,3.03,50173.61441600213,2517391583.5656567,37976.030303030304,0.1965841514557135
LinearRegression(),0.22,28,0.0,40337.82925853898,1627140469.291043,30098.881024175116,0.480704372982537
Ridge(alpha=0.5),0.22,28,0.0,40322.173925073235,1625877710.0438557,29945.591010178247,0.48110737774298395
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,28,0.0,40259.71593630434,1620844727.2719178,29761.780954556063,0.48271363485086616
Lasso(alpha=0.1),0.22,28,0.0,40339.108083050014,1627243640.935991,30099.38559996862,0.48067144614858204
"LassoLars(alpha=0.1, normalize=False)",0.22,28,0.0,40336.60637571617,1627041813.9094663,30097.414703312457,0.48073585846839473
BayesianRidge(),0.22,28,0.0,50190.997887150086,2519136268.9079046,38089.73595052971,0.19602734183426418
LogisticRegression(max_iter=2000),0.22,29,2.02,51474.635185838386,2649638067.5151515,40447.555555555555,0.15437819437978262
LinearRegression(),0.22,29,0.0,40453.40839078057,1636478250.4312756,29982.31212167805,0.47772425602048896
Ridge(alpha=0.5),0.22,29,0.0,40420.01403405314,1633777534.513053,29870.90003680305,0.4785861791258498
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,29,0.0,40276.572238730885,1622202271.3017075,29724.120797533957,0.48228037989134775
Lasso(alpha=0.1),0.22,29,0.0,40454.68421357374,1636581474.8199725,29982.941191662863,0.4776913123535693
"LassoLars(alpha=0.1, normalize=False)",0.22,29,0.0,40452.469577413336,1636402294.9115512,29981.352590884126,0.4777484969326814
BayesianRidge(),0.22,29,0.0,50173.04787850471,2517334733.418726,38100.81965012109,0.1966022949616083
LogisticRegression(max_iter=2000),0.22,30,3.03,53498.81796258623,2862123523.3939395,41343.21212121212,0.08656427780333376
LinearRegression(),0.22,30,0.0,40407.56783498024,1632771538.3385296,30015.65822088401,0.47890723893849996
Ridge(alpha=0.5),0.22,30,0.0,40374.46607396221,1630097510.757526,29896.639086528554,0.47976064456361145
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,30,0.0,40270.21654619147,1621690340.6771533,29745.260882506456,0.4824437605826185
Lasso(alpha=0.1),0.22,30,0.0,40408.82668110046,1632873273.7432165,30016.25914267113,0.4788747704751044
"LassoLars(alpha=0.1, normalize=False)",0.22,30,0.0,40406.26653400419,1632666375.2169871,30014.272589946664,0.4789408013445561
BayesianRidge(),0.22,30,0.0,50160.71192977805,2516097021.3021784,38097.18929022502,0.19699730602657795
LogisticRegression(max_iter=2000),0.22,31,2.02,55123.227830145624,3038570246.414141,44914.73737373737,0.030251984307323898
LinearRegression(),0.22,31,0.0,40428.99296558096,1634503472.2109947,30013.77981582173,0.4783544988996228
Ridge(alpha=0.5),0.22,31,0.0,40386.909685328625,1631102473.930891,29886.11908873437,0.47943991442931055
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,31,0.0,40272.32670503778,1621860298.2372994,29734.513774453193,0.4823895192805132
Lasso(alpha=0.1),0.22,31,0.0,40430.24408996852,1634604637.1744342,30014.367676949558,0.4783222124903589
"LassoLars(alpha=0.1, normalize=False)",0.22,31,0.0,40427.43813053912,1634377753.7985685,30012.09420782628,0.4783946214477621
BayesianRidge(),0.22,31,0.0,50133.120967447656,2513329817.93674,38099.508296173604,0.19788044834517948
LogisticRegression(max_iter=2000),0.22,32,3.03,53978.652207997184,2913694894.1919193,42108.454545454544,0.07010547302272652
LinearRegression(),0.22,32,0.0,40428.99296558126,1634503472.2110188,30013.77981582192,0.4783544988996151
Ridge(alpha=0.5),0.22,32,0.0,40386.82098865879,1631095309.5699701,29886.10952475937,0.47944220090756295
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,32,0.0,40271.65940692901,1621806551.3876934,29734.516429452215,0.4824066723809942
Lasso(alpha=0.1),0.22,32,0.0,40430.244102446864,1634604638.1834397,30014.367677420043,0.4783222121683387
"LassoLars(alpha=0.1, normalize=False)",0.22,32,0.0,40427.43569130245,1634377556.5743954,30012.09133409616,0.478394684391099
BayesianRidge(),0.22,32,0.0,50135.16854235588,2513535124.7704306,38100.63050818508,0.19781492545828416
LogisticRegression(max_iter=2000),0.22,33,3.03,52079.23736582613,2712246964.6060605,41081.85858585859,0.1343968055044501
LinearRegression(),0.22,33,0.0,40432.47619019041,1634785130.8703148,29984.29341840783,0.4782646086210286
Ridge(alpha=0.5),0.22,33,0.0,40398.82790094008,1632065295.7697744,29861.57906109079,0.4791326335399433
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,33,0.0,40282.0855128937,1622646413.26808,29731.073933047937,0.4821386336897966
Lasso(alpha=0.1),0.22,33,0.0,40433.79033060507,1634891400.4993324,29984.858903467495,0.47823069307736465
"LassoLars(alpha=0.1, normalize=False)",0.22,33,0.0,40431.354120323325,1634694396.0029857,29982.97948594546,0.47829356630520603
BayesianRidge(),0.22,33,0.0,50122.70401087314,2512285457.361598,38105.39595270184,0.1982137520088374
LogisticRegression(max_iter=2000),0.22,34,3.03,51517.55347569614,2654058316.121212,40829.232323232325,0.1529674890259557
LinearRegression(),0.22,34,0.0,40521.57695933775,1641998199.271532,29924.72383652623,0.4759625855635098
Ridge(alpha=0.5),0.22,34,0.0,40415.24574824197,1633392088.890791,29751.820340375496,0.47870919261477174
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,34,0.0,40380.1283590926,1630554766.296795,29689.89802685691,0.47961471321567106
Lasso(alpha=0.1),0.22,34,0.0,40522.847667760514,1642101183.104524,29925.290158882854,0.4759297186690188
"LassoLars(alpha=0.1, normalize=False)",0.22,34,0.0,40520.79418198507,1641934761.1387947,29923.828525940793,0.47598283159975463
BayesianRidge(),0.22,34,0.0,50217.057348186245,2521752848.711026,38294.6263699937,0.19519227044666887
LogisticRegression(max_iter=2000),0.22,35,3.03,55510.99087604547,3081470108.040404,42501.83838383838,0.0165606583507647
LinearRegression(),0.22,35,0.0,40521.57695933781,1641998199.271537,29924.723836526464,0.47596258556350823
Ridge(alpha=0.5),0.22,35,0.0,40416.7185298708,1633511136.7228014,29751.846736864096,0.4786711989567344
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,35,0.0,40382.87559017432,1630776640.9314969,29689.953879914505,0.4795439027787596
Lasso(alpha=0.1),0.22,35,0.0,40522.84747532096,1642101167.5081263,29925.29022201634,0.4759297236465492
"LassoLars(alpha=0.1, normalize=False)",0.22,35,0.0,40520.79400617033,1641934746.8904889,29923.83083149661,0.47598283614704673
BayesianRidge(),0.22,35,0.0,50179.66888548446,2517999169.456857,38274.10702152797,0.1963902427537344
LogisticRegression(max_iter=2000),0.22,36,2.02,51675.298686543014,2670336494.3434343,40708.68686868687,0.14777237100993457
LinearRegression(),0.22,36,0.0,40521.57695933789,1641998199.2715433,29924.72383652666,0.47596258556350624
Ridge(alpha=0.5),0.22,36,0.0,40417.71805488078,1633591932.7638361,29751.854961264915,0.4786454132107699
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,36,0.0,40384.74255737759,1630927431.4256647,29689.972349121686,0.4794957785720946
Lasso(alpha=0.1),0.22,36,0.0,40522.84735151418,1642101157.4741197,29925.29026479234,0.4759297268488639
"LassoLars(alpha=0.1, normalize=False)",0.22,36,0.0,40520.79388530508,1641934737.0953777,29923.832416566205,0.4759828392731188
BayesianRidge(),0.22,36,0.0,50155.26439162443,2515550546.1937494,38260.2945926813,0.19717171145710888
LogisticRegression(max_iter=2000),0.22,37,2.02,52052.8800764427,2709502324.2525253,42090.393939393936,0.13527274692452151
LinearRegression(),0.22,37,0.0,40521.576959337915,1641998199.2715452,29924.723836526737,0.4759625855635057
Ridge(alpha=0.5),0.22,37,0.0,40418.22877385876,1633633217.2159846,29751.856042908763,0.4786322374365396
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,37,0.0,40385.69769641609,1631004578.4263084,29689.976024819454,0.4794711574033462
Lasso(alpha=0.1),0.22,37,0.0,40522.84729043546,1642101152.523952,29925.2902866256,0.47592972842869086
"LassoLars(alpha=0.1, normalize=False)",0.22,37,0.0,40520.79382304352,1641934732.0496018,29923.833233117217,0.47598284088345866
BayesianRidge(),0.22,37,0.0,50143.10686124194,2514331165.697929,38253.27358698027,0.1975608720557792
LogisticRegression(max_iter=2000),0.22,38,2.02,53310.00733966893,2841956882.5555553,41622.25252525252,0.09300038371837349
LinearRegression(),0.22,38,0.0,40736.926587800575,1659497187.8198533,29948.402030508772,0.4703778506239805
Ridge(alpha=0.5),0.22,38,0.0,40628.72337241983,1650693162.8726132,29726.784268591422,0.47318762134847514
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,38,0.0,40580.83791772955,1646804406.1050365,29675.66021864489,0.47442870312478724
Lasso(alpha=0.1),0.22,38,0.0,40738.129586690426,1659595202.2219818,29948.906584982822,0.47034656970425004
"LassoLars(alpha=0.1, normalize=False)",0.22,38,0.0,40735.96353645828,1659418725.2436585,29947.31163693973,0.4704028916536097
BayesianRidge(),0.22,38,0.0,50151.81903190417,2515204952.208865,38248.07783234501,0.19728200644912763
LogisticRegression(max_iter=2000),0.22,39,2.02,51055.6428428926,2606678666.1010103,40784.36363636364,0.16808852223080795
LinearRegression(),0.22,39,0.0,40669.6365507,1654019337.1660335,29937.075449439108,0.47212608560655867
Ridge(alpha=0.5),0.22,39,0.0,40571.273373083066,1646028223.1134388,29737.99605623331,0.47467641894337154
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,39,0.0,40528.12734348967,1642529105.9701152,29690.544831151998,0.4757931487311454
Lasso(alpha=0.1),0.22,39,0.0,40670.89671172485,1654121839.335791,29937.652615054067,0.47209337243303773
"LassoLars(alpha=0.1, normalize=False)",0.22,39,0.0,40668.72087004781,1653944857.2058623,29936.163984426745,0.4721498555995908
BayesianRidge(),0.22,39,0.0,50142.18893266424,2514239110.9589963,38245.104225697054,0.1975902509719062
LogisticRegression(max_iter=2000),0.22,40,3.03,52565.27929732763,2763108587.6060605,42041.48484848485,0.11816451400572114
LinearRegression(),0.22,40,0.0,40596.75210034711,1648096281.0970378,30116.97168522202,0.4740164061862864
Ridge(alpha=0.5),0.22,40,0.0,40463.45928396678,1637291537.2252378,29844.103247735806,0.47746469866598495
"RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
       1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]))",0.22,40,0.0,40418.59983575993,1633663212.6832926,29762.09851796312,0.47862266449843294
Lasso(alpha=0.1),0.22,40,0.0,40597.92430040214,1648191457.5011826,30117.43772296163,0.473986031002705
"LassoLars(alpha=0.1, normalize=False)",0.22,40,0.0,40355.95602127869,1628603186.3913798,29786.540773323588,0.4802375524417759
BayesianRidge(),0.22,40,0.0,50130.61475782988,2513078535.9979506,38236.16542297342,0.19796064401016644
LogisticRegression(max_iter=2000),0.22,41,2.02,51456.878783711865,2647810374.1616163,40019.31313131313,0.15496149568900108
LinearRegression(),0.22,41,0.0,40771.094713530474,1662282164.1396728,30176.000137218307,0.4694890361352968
Ridge(alpha=0.5),0.22,41,0.0,40683.10295428828,1655114865.9892201,29918.19955479387,0.4717764517931976
